age,job,marital,education,id
55,blue-collar,married,basic.4y,907
47,technician,single,basic.9y,908
51,retired,married,professional.course,909
47,blue-collar,married,basic.6y,910
56,technician,married,basic.4y,911
53,admin.,married,basic.9y,912
36,blue-collar,married,basic.9y,913
42,blue-collar,divorced,basic.9y,914
44,blue-collar,divorced,basic.6y,915
39,housemaid,married,basic.9y,916
37,admin.,single,high.school,917
60,blue-collar,married,unknown,918
36,services,married,high.school,919
42,management,divorced,university.degree,920
31,admin.,married,high.school,921
53,technician,divorced,professional.course,922
45,blue-collar,married,basic.4y,923
37,technician,single,professional.course,924
47,self-employed,married,professional.course,925
49,blue-collar,divorced,high.school,926
36,admin.,married,university.degree,927
35,services,divorced,high.school,928
38,unknown,married,unknown,929
38,services,single,high.school,930
50,blue-collar,divorced,high.school,931
59,retired,married,professional.course,932
43,unknown,married,unknown,933
42,admin.,married,high.school,934
40,admin.,married,basic.6y,935
46,blue-collar,married,unknown,936
57,housemaid,divorced,basic.4y,937
42,admin.,married,university.degree,938
41,blue-collar,married,basic.4y,939
54,management,divorced,university.degree,940
27,admin.,single,university.degree,941
36,admin.,married,high.school,942
58,blue-collar,married,professional.course,943
40,management,married,university.degree,944
34,admin.,single,basic.9y,945
33,admin.,divorced,high.school,946
56,retired,married,basic.6y,947
42,blue-collar,married,basic.9y,948
43,services,married,high.school,949
54,management,single,basic.9y,950
53,admin.,single,basic.6y,951
42,technician,single,unknown,952
40,services,married,basic.6y,953
54,technician,married,professional.course,954
40,housemaid,single,professional.course,955
26,admin.,single,university.degree,956
33,admin.,married,high.school,957
35,blue-collar,married,basic.9y,958
36,admin.,married,high.school,959
29,services,single,high.school,960
36,blue-collar,married,basic.9y,961
35,management,married,high.school,962
33,admin.,married,high.school,963
33,admin.,married,high.school,964
27,blue-collar,single,basic.6y,965
42,technician,married,high.school,966
43,admin.,divorced,basic.9y,967
42,admin.,married,university.degree,968
27,blue-collar,single,basic.6y,969
34,self-employed,single,university.degree,970
31,student,single,university.degree,971
54,management,divorced,university.degree,972
40,self-employed,married,basic.4y,973
52,unemployed,married,high.school,974
47,management,divorced,university.degree,975
49,housemaid,married,basic.9y,976
32,admin.,single,high.school,977
49,housemaid,single,high.school,978
50,blue-collar,married,basic.9y,979
34,services,married,high.school,980
55,blue-collar,married,basic.4y,981
47,technician,single,basic.9y,982
51,retired,married,professional.course,983
47,blue-collar,married,basic.6y,984
56,technician,married,basic.4y,985
53,admin.,married,basic.9y,986
36,blue-collar,married,basic.9y,987
42,blue-collar,divorced,basic.9y,988
44,blue-collar,divorced,basic.6y,989
39,housemaid,married,basic.9y,990
37,admin.,single,high.school,991
60,blue-collar,married,unknown,992
36,services,married,high.school,993
42,management,divorced,university.degree,994
31,admin.,married,high.school,995
53,technician,divorced,professional.course,996
45,blue-collar,married,basic.4y,997
37,technician,single,professional.course,998
47,self-employed,married,professional.course,999
49,blue-collar,divorced,high.school,1000
36,admin.,married,university.degree,1001
35,services,divorced,high.school,1002
38,unknown,married,unknown,1003
38,services,single,high.school,1004
50,blue-collar,divorced,high.school,1005
59,retired,married,professional.course,1006
43,unknown,married,unknown,1007
42,admin.,married,high.school,1008
40,admin.,married,basic.6y,1009
46,blue-collar,married,unknown,1010
57,housemaid,divorced,basic.4y,1011
42,admin.,married,university.degree,1012
41,blue-collar,married,basic.4y,1013
54,management,divorced,university.degree,1014
27,admin.,single,university.degree,1015
36,admin.,married,high.school,1016
58,blue-collar,married,professional.course,1017
40,management,married,university.degree,1018
34,admin.,single,basic.9y,1019
33,admin.,divorced,high.school,1020
56,retired,married,basic.6y,1021
42,blue-collar,married,basic.9y,1022
43,services,married,high.school,1023
54,management,single,basic.9y,1024
53,admin.,single,basic.6y,1025
42,technician,single,unknown,1026
40,services,married,basic.6y,1027
54,technician,married,professional.course,1028
40,housemaid,single,professional.course,1029
26,admin.,single,university.degree,1030
33,admin.,married,high.school,1031
35,blue-collar,married,basic.9y,1032
36,admin.,married,high.school,1033
29,services,single,high.school,1034
36,blue-collar,married,basic.9y,1035
35,management,married,high.school,1036
33,admin.,married,high.school,1037
33,admin.,married,high.school,1038
27,blue-collar,single,basic.6y,1039
42,technician,married,high.school,1040
43,admin.,divorced,basic.9y,1041
42,admin.,married,university.degree,1042
27,blue-collar,single,basic.6y,1043
34,self-employed,single,university.degree,1044
31,student,single,university.degree,1045
54,management,divorced,university.degree,1046
40,self-employed,married,basic.4y,1047
52,unemployed,married,high.school,1048
47,management,divorced,university.degree,1049
49,housemaid,married,basic.9y,1050
32,admin.,single,high.school,1051
49,housemaid,single,high.school,1052
50,blue-collar,married,basic.9y,1053
34,services,married,high.school,1054
55,blue-collar,married,basic.4y,1055
47,technician,single,basic.9y,1056
51,retired,married,professional.course,1057
47,blue-collar,married,basic.6y,1058
56,technician,married,basic.4y,1059
53,admin.,married,basic.9y,1060
36,blue-collar,married,basic.9y,1061
42,blue-collar,divorced,basic.9y,1062
44,blue-collar,divorced,basic.6y,1063
39,housemaid,married,basic.9y,1064
37,admin.,single,high.school,1065
60,blue-collar,married,unknown,1066
36,services,married,high.school,1067
42,management,divorced,university.degree,1068
31,admin.,married,high.school,1069
53,technician,divorced,professional.course,1070
45,blue-collar,married,basic.4y,1071
37,technician,single,professional.course,1072
47,self-employed,married,professional.course,1073
49,blue-collar,divorced,high.school,1074
36,admin.,married,university.degree,1075
35,services,divorced,high.school,1076
38,unknown,married,unknown,1077
38,services,single,high.school,1078
50,blue-collar,divorced,high.school,1079
59,retired,married,professional.course,1080
43,unknown,married,unknown,1081
42,admin.,married,high.school,1082
40,admin.,married,basic.6y,1083
46,blue-collar,married,unknown,1084
57,housemaid,divorced,basic.4y,1085
42,admin.,married,university.degree,1086
41,blue-collar,married,basic.4y,1087
54,management,divorced,university.degree,1088
27,admin.,single,university.degree,1089
36,admin.,married,high.school,1090
58,blue-collar,married,professional.course,1091
40,management,married,university.degree,1092
34,admin.,single,basic.9y,1093
33,admin.,divorced,high.school,1094
56,retired,married,basic.6y,1095
42,blue-collar,married,basic.9y,1096
43,services,married,high.school,1097
54,management,single,basic.9y,1098
53,admin.,single,basic.6y,1099
42,technician,single,unknown,1100
40,services,married,basic.6y,1101
54,technician,married,professional.course,1102
40,housemaid,single,professional.course,1103
26,admin.,single,university.degree,1104
33,admin.,married,high.school,1105
35,blue-collar,married,basic.9y,1106
36,admin.,married,high.school,1107
29,services,single,high.school,1108
36,blue-collar,married,basic.9y,1109
35,management,married,high.school,1110
33,admin.,married,high.school,1111
33,admin.,married,high.school,1112
27,blue-collar,single,basic.6y,1113
42,technician,married,high.school,1114
43,admin.,divorced,basic.9y,1115
42,admin.,married,university.degree,1116
27,blue-collar,single,basic.6y,1117
34,self-employed,single,university.degree,1118
31,student,single,university.degree,1119
54,management,divorced,university.degree,1120
40,self-employed,married,basic.4y,1121
52,unemployed,married,high.school,1122
47,management,divorced,university.degree,1123
49,housemaid,married,basic.9y,1124
32,admin.,single,high.school,1125
49,housemaid,single,high.school,1126
50,blue-collar,married,basic.9y,1127
34,services,married,high.school,1128
55,blue-collar,married,basic.4y,1129
47,technician,single,basic.9y,1130
51,retired,married,professional.course,1131
47,blue-collar,married,basic.6y,1132
56,technician,married,basic.4y,1133
53,admin.,married,basic.9y,1134
36,blue-collar,married,basic.9y,1135
42,blue-collar,divorced,basic.9y,1136
44,blue-collar,divorced,basic.6y,1137
39,housemaid,married,basic.9y,1138
37,admin.,single,high.school,1139
60,blue-collar,married,unknown,1140
36,services,married,high.school,1141
42,management,divorced,university.degree,1142
31,admin.,married,high.school,1143
53,technician,divorced,professional.course,1144
45,blue-collar,married,basic.4y,1145
37,technician,single,professional.course,1146
47,self-employed,married,professional.course,1147
49,blue-collar,divorced,high.school,1148
36,admin.,married,university.degree,1149
35,services,divorced,high.school,1150
38,unknown,married,unknown,1151
38,services,single,high.school,1152
50,blue-collar,divorced,high.school,1153
59,retired,married,professional.course,1154
43,unknown,married,unknown,1155
42,admin.,married,high.school,1156
40,admin.,married,basic.6y,1157
46,blue-collar,married,unknown,1158
57,housemaid,divorced,basic.4y,1159
42,admin.,married,university.degree,1160
41,blue-collar,married,basic.4y,1161
54,management,divorced,university.degree,1162
27,admin.,single,university.degree,1163
36,admin.,married,high.school,1164
58,blue-collar,married,professional.course,1165
40,management,married,university.degree,1166
34,admin.,single,basic.9y,1167
33,admin.,divorced,high.school,1168
56,retired,married,basic.6y,1169
42,blue-collar,married,basic.9y,1170
43,services,married,high.school,1171
54,management,single,basic.9y,1172
53,admin.,single,basic.6y,1173
42,technician,single,unknown,1174
40,services,married,basic.6y,1175
54,technician,married,professional.course,1176
40,housemaid,single,professional.course,1177
26,admin.,single,university.degree,1178
33,admin.,married,high.school,1179
35,blue-collar,married,basic.9y,1180
36,admin.,married,high.school,1181
29,services,single,high.school,1182
36,blue-collar,married,basic.9y,1183
35,management,married,high.school,1184
33,admin.,married,high.school,1185
33,admin.,married,high.school,1186
27,blue-collar,single,basic.6y,1187
42,technician,married,high.school,1188
43,admin.,divorced,basic.9y,1189
42,admin.,married,university.degree,1190
27,blue-collar,single,basic.6y,1191
34,self-employed,single,university.degree,1192
31,student,single,university.degree,1193
54,management,divorced,university.degree,1194
40,self-employed,married,basic.4y,1195
52,unemployed,married,high.school,1196
47,management,divorced,university.degree,1197
49,housemaid,married,basic.9y,1198
32,admin.,single,high.school,1199
49,housemaid,single,high.school,1200
50,blue-collar,married,basic.9y,1201
34,services,married,high.school,1202
55,blue-collar,married,basic.4y,1203
47,technician,single,basic.9y,1204
51,retired,married,professional.course,1205
47,blue-collar,married,basic.6y,1206
56,technician,married,basic.4y,1207
